fight_id,event_id,fighter_1_id,fighter_2_id,event_date,event_year
2227,183,1513,2354,2021-08-21,2021
2228,183,3164,3649,2021-08-21,2021
2228,183,3649,3164,2021-08-21,2021
2229,183,1946,1907,2021-08-21,2021
2229,183,1907,1946,2021-08-21,2021
2230,183,3130,1743,2021-08-21,2021
2230,183,1743,3130,2021-08-21,2021
2231,183,3001,3428,2021-08-21,2021
2231,183,3428,3001,2021-08-21,2021
2232,183,2263,3477,2021-08-21,2021
2232,183,3477,2263,2021-08-21,2021
2233,183,1989,3141,2021-08-21,2021
2233,183,3141,1989,2021-08-21,2021
2234,183,2881,2392,2021-08-21,2021
2234,183,2392,2881,2021-08-21,2021
2235,183,2057,672,2021-08-21,2021
2235,183,672,2057,2021-08-21,2021
2236,183,241,3348,2021-08-21,2021
2236,183,3348,241,2021-08-21,2021
2237,183,444,2993,2021-08-21,2021
2237,183,2993,444,2021-08-21,2021
2238,184,1328,2234,2021-08-07,2021
2238,184,2234,1328,2021-08-07,2021
2239,184,64,2738,2021-08-07,2021
2239,184,2738,64,2021-08-07,2021
2240,184,2324,676,2021-08-07,2021
2240,184,676,2324,2021-08-07,2021
2241,184,3071,1673,2021-08-07,2021
2241,184,1673,3071,2021-08-07,2021
2242,184,3781,1999,2021-08-07,2021
2242,184,1999,3781,2021-08-07,2021
2243,184,1224,1486,2021-08-07,2021
2243,184,1486,1224,2021-08-07,2021
2244,184,2693,3376,2021-08-07,2021
2244,184,3376,2693,2021-08-07,2021
2245,184,2574,1642,2021-08-07,2021
2245,184,1642,2574,2021-08-07,2021
2246,184,3067,2086,2021-08-07,2021
2246,184,2086,3067,2021-08-07,2021
2247,184,1961,2953,2021-08-07,2021
2247,184,2953,1961,2021-08-07,2021
2248,184,1867,999,2021-08-07,2021
2248,184,999,1867,2021-08-07,2021
2249,184,1350,2218,2021-08-07,2021
2249,184,2218,1350,2021-08-07,2021
2250,184,2742,3716,2021-08-07,2021
2250,184,3716,2742,2021-08-07,2021
2251,185,3883,1548,2021-07-31,2021
2251,185,1548,3883,2021-07-31,2021
2252,185,4194,907,2021-07-31,2021
2252,185,907,4194,2021-07-31,2021
2253,185,1435,3868,2021-07-31,2021
2253,185,3868,1435,2021-07-31,2021
2254,185,239,152,2021-07-31,2021
2254,185,152,239,2021-07-31,2021
2255,185,4322,261,2021-07-31,2021
2255,185,261,4322,2021-07-31,2021
2256,185,1504,1341,2021-07-31,2021
2256,185,1341,1504,2021-07-31,2021
2258,185,1281,4384,2021-07-31,2021
2258,185,4384,1281,2021-07-31,2021
2259,185,20,336,2021-07-31,2021
2259,185,336,20,2021-07-31,2021
2260,185,3424,777,2021-07-31,2021
2260,185,777,3424,2021-07-31,2021
2261,186,966,3506,2021-07-24,2021
2261,186,3506,966,2021-07-24,2021
2262,186,2986,3125,2021-07-24,2021
2262,186,3125,2986,2021-07-24,2021
2263,186,1087,2620,2021-07-24,2021
2263,186,2620,1087,2021-07-24,2021
2264,186,260,2486,2021-07-24,2021
2264,186,2486,260,2021-07-24,2021
2265,186,4371,782,2021-07-24,2021
2265,186,782,4371,2021-07-24,2021
2266,186,87,3791,2021-07-24,2021
2266,186,3791,87,2021-07-24,2021
2267,186,1778,1623,2021-07-24,2021
2267,186,1623,1778,2021-07-24,2021
2268,186,1314,4304,2021-07-24,2021
2268,186,4304,1314,2021-07-24,2021
2269,186,172,1149,2021-07-24,2021
2269,186,1149,172,2021-07-24,2021
2270,186,1141,3263,2021-07-24,2021
2270,186,3263,1141,2021-07-24,2021
2271,186,317,1405,2021-07-24,2021
2271,186,1405,317,2021-07-24,2021
2272,187,2385,2659,2021-07-17,2021
2272,187,2659,2385,2021-07-17,2021
2273,187,3961,3279,2021-07-17,2021
2273,187,3279,3961,2021-07-17,2021
2274,187,1324,3852,2021-07-17,2021
2274,187,3852,1324,2021-07-17,2021
2275,187,4178,3867,2021-07-17,2021
2275,187,3867,4178,2021-07-17,2021
2276,187,3206,329,2021-07-17,2021
2276,187,329,3206,2021-07-17,2021
2277,187,3373,3023,2021-07-17,2021
2277,187,3023,3373,2021-07-17,2021
2278,187,2211,3441,2021-07-17,2021
2278,187,3441,2211,2021-07-17,2021
2279,187,2711,3932,2021-07-17,2021
2279,187,3932,2711,2021-07-17,2021
2280,187,1442,1203,2021-07-17,2021
2280,187,1203,1442,2021-07-17,2021
2282,188,3154,2526,2021-07-10,2021
2282,188,2526,3154,2021-07-10,2021
2283,188,525,4008,2021-07-10,2021
2283,188,4008,525,2021-07-10,2021
2284,188,4072,1577,2021-07-10,2021
2284,188,1577,4072,2021-07-10,2021
2285,188,61,3536,2021-07-10,2021
2285,188,3536,61,2021-07-10,2021
2286,188,2894,2724,2021-07-10,2021
2286,188,2724,2894,2021-07-10,2021
2287,188,1493,743,2021-07-10,2021
2287,188,743,1493,2021-07-10,2021
2288,188,3077,3182,2021-07-10,2021
2288,188,3182,3077,2021-07-10,2021
2289,188,4033,1549,2021-07-10,2021
2289,188,1549,4033,2021-07-10,2021
2290,188,1021,1377,2021-07-10,2021
2290,188,1377,1021,2021-07-10,2021
2291,188,2380,1154,2021-07-10,2021
2291,188,1154,2380,2021-07-10,2021
2292,188,3966,40,2021-07-10,2021
2292,188,40,3966,2021-07-10,2021
2293,188,4437,3332,2021-07-10,2021
2293,188,3332,4437,2021-07-10,2021
2294,189,1328,4200,2021-06-26,2021
2294,189,4200,1328,2021-06-26,2021
2295,189,419,3464,2021-06-26,2021
2295,189,3464,419,2021-06-26,2021
2296,189,4119,266,2021-06-26,2021
2296,189,266,4119,2021-06-26,2021
2298,189,2544,852,2021-06-26,2021
2298,189,852,2544,2021-06-26,2021
2299,189,2658,1641,2021-06-26,2021
2299,189,1641,2658,2021-06-26,2021
2300,189,2888,2425,2021-06-26,2021
2300,189,2425,2888,2021-06-26,2021
2301,189,3225,3177,2021-06-26,2021
2301,189,3177,3225,2021-06-26,2021
2302,189,4269,115,2021-06-26,2021
2302,189,115,4269,2021-06-26,2021
2303,189,3170,4183,2021-06-26,2021
2303,189,4183,3170,2021-06-26,2021
2304,189,222,3866,2021-06-26,2021
2304,189,3866,222,2021-06-26,2021
2305,189,3406,1842,2021-06-26,2021
2305,189,1842,3406,2021-06-26,2021
2306,189,1540,2545,2021-06-26,2021
2306,189,2545,1540,2021-06-26,2021
2307,190,1935,1769,2021-06-19,2021
2307,190,1769,1935,2021-06-19,2021
2308,190,3826,2918,2021-06-19,2021
2308,190,2918,3826,2021-06-19,2021
2309,190,4158,1477,2021-06-19,2021
2309,190,1477,4158,2021-06-19,2021
2310,190,683,1120,2021-06-19,2021
2310,190,1120,683,2021-06-19,2021
2311,190,3697,4080,2021-06-19,2021
2311,190,4080,3697,2021-06-19,2021
2312,190,478,2253,2021-06-19,2021
2312,190,2253,478,2021-06-19,2021
2313,190,2815,580,2021-06-19,2021
2313,190,580,2815,2021-06-19,2021
2314,190,1828,2748,2021-06-19,2021
2314,190,2748,1828,2021-06-19,2021
2315,190,4306,3615,2021-06-19,2021
2315,190,3615,4306,2021-06-19,2021
2316,190,3008,2454,2021-06-19,2021
2316,190,2454,3008,2021-06-19,2021
2317,190,1395,3693,2021-06-19,2021
2317,190,3693,1395,2021-06-19,2021
2318,190,2897,3186,2021-06-19,2021
2318,190,3186,2897,2021-06-19,2021
2319,191,21,4167,2021-06-12,2021
2319,191,4167,21,2021-06-12,2021
2320,191,2703,1202,2021-06-12,2021
2320,191,1202,2703,2021-06-12,2021
2321,191,1072,956,2021-06-12,2021
2321,191,956,1072,2021-06-12,2021
2322,191,2730,2379,2021-06-12,2021
2322,191,2379,2730,2021-06-12,2021
2323,191,801,1675,2021-06-12,2021
2323,191,1675,801,2021-06-12,2021
2324,191,3308,978,2021-06-12,2021
2324,191,978,3308,2021-06-12,2021
2325,191,134,3858,2021-06-12,2021
2325,191,3858,134,2021-06-12,2021
2326,191,2755,4330,2021-06-12,2021
2326,191,4330,2755,2021-06-12,2021
2327,191,1148,889,2021-06-12,2021
2327,191,889,1148,2021-06-12,2021
2328,191,2014,885,2021-06-12,2021
2328,191,885,2014,2021-06-12,2021
2329,191,2534,1280,2021-06-12,2021
2329,191,1280,2534,2021-06-12,2021
2330,191,3106,1718,2021-06-12,2021
2330,191,1718,3106,2021-06-12,2021
2331,191,4438,4153,2021-06-12,2021
2331,191,4153,4438,2021-06-12,2021
2332,191,1175,737,2021-06-12,2021
2332,191,737,1175,2021-06-12,2021
2333,192,3429,3467,2021-06-05,2021
2333,192,3467,3429,2021-06-05,2021
2334,192,4084,1585,2021-06-05,2021
2334,192,1585,4084,2021-06-05,2021
2335,192,985,3842,2021-06-05,2021
2335,192,3842,985,2021-06-05,2021
2336,192,3160,236,2021-06-05,2021
2336,192,236,3160,2021-06-05,2021
2337,192,3364,4023,2021-06-05,2021
2337,192,4023,3364,2021-06-05,2021
2338,192,898,847,2021-06-05,2021
2338,192,847,898,2021-06-05,2021
2339,192,2156,419,2021-06-05,2021
2339,192,419,2156,2021-06-05,2021
2340,192,3479,4056,2021-06-05,2021
2340,192,4056,3479,2021-06-05,2021
2341,192,2041,129,2021-06-05,2021
2341,192,129,2041,2021-06-05,2021
2343,192,1217,3301,2021-06-05,2021
2343,192,3301,1217,2021-06-05,2021
2344,192,4336,4412,2021-06-05,2021
2344,192,4412,4336,2021-06-05,2021
2345,192,3191,2180,2021-06-05,2021
2345,192,2180,3191,2021-06-05,2021
2346,193,1240,1333,2021-05-22,2021
2346,193,1333,1240,2021-05-22,2021
2347,193,1131,4367,2021-05-22,2021
2347,193,4367,1131,2021-05-22,2021
2348,193,4132,3930,2021-05-22,2021
2348,193,3930,4132,2021-05-22,2021
2349,193,1040,3819,2021-05-22,2021
2349,193,3819,1040,2021-05-22,2021
2350,193,3239,77,2021-05-22,2021
2350,193,77,3239,2021-05-22,2021
2351,193,1644,3636,2021-05-22,2021
2351,193,3636,1644,2021-05-22,2021
2352,193,3418,274,2021-05-22,2021
2352,193,274,3418,2021-05-22,2021
2353,193,2521,3690,2021-05-22,2021
2353,193,3690,2521,2021-05-22,2021
2354,193,3697,3377,2021-05-22,2021
2354,193,3377,3697,2021-05-22,2021
2355,193,824,2875,2021-05-22,2021
2355,193,2875,824,2021-05-22,2021
2356,193,1053,3400,2021-05-22,2021
2356,193,3400,1053,2021-05-22,2021
2357,193,1801,116,2021-05-22,2021
2357,193,116,1801,2021-05-22,2021
2358,194,2922,659,2021-05-15,2021
2358,194,659,2922,2021-05-15,2021
2359,194,873,1181,2021-05-15,2021
2359,194,1181,873,2021-05-15,2021
2361,194,651,171,2021-05-15,2021
2361,194,171,651,2021-05-15,2021
2362,194,265,519,2021-05-15,2021
2362,194,519,265,2021-05-15,2021
2363,194,2739,3805,2021-05-15,2021
2363,194,3805,2739,2021-05-15,2021
2364,194,4134,1506,2021-05-15,2021
2364,194,1506,4134,2021-05-15,2021
2365,194,4344,3132,2021-05-15,2021
2365,194,3132,4344,2021-05-15,2021
2366,194,2198,3651,2021-05-15,2021
2366,194,3651,2198,2021-05-15,2021
2367,194,553,2494,2021-05-15,2021
2367,194,2494,553,2021-05-15,2021
2368,194,2328,31,2021-05-15,2021
2368,194,31,2328,2021-05-15,2021
2369,194,1365,3790,2021-05-15,2021
2369,194,3790,1365,2021-05-15,2021
2370,195,3372,4250,2021-05-08,2021
2370,195,4250,3372,2021-05-08,2021
2371,195,2709,653,2021-05-08,2021
2371,195,653,2709,2021-05-08,2021
2372,195,2364,2812,2021-05-08,2021
2372,195,2812,2364,2021-05-08,2021
2373,195,3383,1489,2021-05-08,2021
2373,195,1489,3383,2021-05-08,2021
2374,195,1380,1192,2021-05-08,2021
2374,195,1192,1380,2021-05-08,2021
2375,195,1604,875,2021-05-08,2021
2375,195,875,1604,2021-05-08,2021
2376,195,4058,2047,2021-05-08,2021
2376,195,2047,4058,2021-05-08,2021
2377,195,3011,2808,2021-05-08,2021
2377,195,2808,3011,2021-05-08,2021
2378,195,1588,33,2021-05-08,2021
2378,195,33,1588,2021-05-08,2021
2379,196,3185,3284,2021-05-01,2021
2379,196,3284,3185,2021-05-01,2021
2380,196,677,3913,2021-05-01,2021
2380,196,3913,677,2021-05-01,2021
2382,196,3883,1920,2021-05-01,2021
2382,196,1920,3883,2021-05-01,2021
2383,196,1052,3834,2021-05-01,2021
2383,196,3834,1052,2021-05-01,2021
2384,196,3147,2421,2021-05-01,2021
2384,196,2421,3147,2021-05-01,2021
2385,196,487,1949,2021-05-01,2021
2385,196,1949,487,2021-05-01,2021
2386,196,611,423,2021-05-01,2021
2386,196,423,611,2021-05-01,2021
2387,196,2284,1751,2021-05-01,2021
2387,196,1751,2284,2021-05-01,2021
2388,196,2590,357,2021-05-01,2021
2388,196,357,2590,2021-05-01,2021
2389,196,727,3504,2021-05-01,2021
2389,196,3504,727,2021-05-01,2021
2390,197,4106,2469,2021-04-24,2021
2390,197,2469,4106,2021-04-24,2021
2391,197,2792,4428,2021-04-24,2021
2391,197,4428,2792,2021-04-24,2021
2392,197,3650,144,2021-04-24,2021
2392,197,144,3650,2021-04-24,2021
2393,197,1548,4265,2021-04-24,2021
2393,197,4265,1548,2021-04-24,2021
2394,197,3752,817,2021-04-24,2021
2394,197,817,3752,2021-04-24,2021
2395,197,485,2925,2021-04-24,2021
2395,197,2925,485,2021-04-24,2021
2396,197,1478,3613,2021-04-24,2021
2396,197,3613,1478,2021-04-24,2021
2397,197,87,3338,2021-04-24,2021
2397,197,3338,87,2021-04-24,2021
2398,197,3451,746,2021-04-24,2021
2398,197,746,3451,2021-04-24,2021
2399,197,861,2804,2021-04-24,2021
2399,197,2804,861,2021-04-24,2021
2400,197,4137,3401,2021-04-24,2021
2400,197,3401,4137,2021-04-24,2021
2401,197,2664,164,2021-04-24,2021
2401,197,164,2664,2021-04-24,2021
2402,197,610,2241,2021-04-24,2021
2402,197,2241,610,2021-04-24,2021
2403,198,4286,1348,2021-04-17,2021
2403,198,1348,4286,2021-04-17,2021
2404,198,180,3649,2021-04-17,2021
2404,198,3649,180,2021-04-17,2021
2405,198,2395,3255,2021-04-17,2021
2405,198,3255,2395,2021-04-17,2021
2406,198,773,2043,2021-04-17,2021
2406,198,2043,773,2021-04-17,2021
2407,198,3060,2741,2021-04-17,2021
2407,198,2741,3060,2021-04-17,2021
2408,198,3392,1132,2021-04-17,2021
2408,198,1132,3392,2021-04-17,2021
2409,198,3067,1399,2021-04-17,2021
2409,198,1399,3067,2021-04-17,2021
2410,198,2554,1159,2021-04-17,2021
2410,198,1159,2554,2021-04-17,2021
2411,198,1743,533,2021-04-17,2021
2411,198,533,1743,2021-04-17,2021
2412,198,1480,364,2021-04-17,2021
2412,198,364,1480,2021-04-17,2021
2413,199,4167,1694,2021-04-10,2021
2413,199,1694,4167,2021-04-10,2021
2414,199,86,4406,2021-04-10,2021
2414,199,4406,86,2021-04-10,2021
2415,199,2426,117,2021-04-10,2021
2415,199,117,2426,2021-04-10,2021
2416,199,935,2879,2021-04-10,2021
2416,199,2879,935,2021-04-10,2021
2417,199,3373,3098,2021-04-10,2021
2417,199,3098,3373,2021-04-10,2021
2418,199,3776,2605,2021-04-10,2021
2418,199,2605,3776,2021-04-10,2021
2419,199,1324,1707,2021-04-10,2021
2419,199,1707,1324,2021-04-10,2021
2420,199,2384,241,2021-04-10,2021
2420,199,241,2384,2021-04-10,2021
2421,199,864,894,2021-04-10,2021
2421,199,894,864,2021-04-10,2021
2422,199,3666,230,2021-04-10,2021
2422,199,230,3666,2021-04-10,2021
2423,199,3477,1494,2021-04-10,2021
2423,199,1494,3477,2021-04-10,2021
2424,199,1937,2057,2021-04-10,2021
2424,199,2057,1937,2021-04-10,2021
2425,199,1967,2993,2021-04-10,2021
2425,199,2993,1967,2021-04-10,2021
2426,200,2831,2624,2021-03-27,2021
2426,200,2624,2831,2021-03-27,2021
2427,200,2324,4333,2021-03-27,2021
2427,200,4333,2324,2021-03-27,2021
2428,200,2894,95,2021-03-27,2021
2428,200,95,2894,2021-03-27,2021
2429,200,2486,3350,2021-03-27,2021
2429,200,3350,2486,2021-03-27,2021
2430,200,2734,4339,2021-03-27,2021
2430,200,4339,2734,2021-03-27,2021
2431,200,2574,672,2021-03-27,2021
2431,200,672,2574,2021-03-27,2021
2432,200,2885,1435,2021-03-27,2021
2432,200,1435,2885,2021-03-27,2021
2433,200,2919,514,2021-03-27,2021
2433,200,514,2919,2021-03-27,2021
2434,200,2694,4400,2021-03-27,2021
2434,200,4400,2694,2021-03-27,2021
2435,200,282,226,2021-03-27,2021
2435,200,226,282,2021-03-27,2021
2436,201,496,1694,2021-03-20,2021
2436,201,1694,496,2021-03-20,2021
2437,201,1493,3780,2021-03-20,2021
2437,201,3780,1493,2021-03-20,2021
2438,201,3441,4194,2021-03-20,2021
2438,201,4194,3441,2021-03-20,2021
2439,201,4371,2298,2021-03-20,2021
2439,201,2298,4371,2021-03-20,2021
2440,201,4072,1757,2021-03-20,2021
2440,201,1757,4072,2021-03-20,2021
2441,201,675,3279,2021-03-20,2021
2441,201,3279,675,2021-03-20,2021
2442,201,890,3531,2021-03-20,2021
2442,201,3531,890,2021-03-20,2021
2443,201,1377,985,2021-03-20,2021
2443,201,985,1377,2021-03-20,2021
2444,201,1822,3878,2021-03-20,2021
2444,201,3878,1822,2021-03-20,2021
2445,201,3697,543,2021-03-20,2021
2445,201,543,3697,2021-03-20,2021
2447,202,3814,702,2021-03-13,2021
2447,202,702,3814,2021-03-13,2021
2448,202,1769,4068,2021-03-13,2021
2448,202,4068,1769,2021-03-13,2021
2449,202,1477,2449,2021-03-13,2021
2449,202,2449,1477,2021-03-13,2021
2450,202,2838,1961,2021-03-13,2021
2450,202,1961,2838,2021-03-13,2021
2452,202,1673,4384,2021-03-13,2021
2452,202,4384,1673,2021-03-13,2021
2453,202,1922,3388,2021-03-13,2021
2453,202,3388,1922,2021-03-13,2021
2454,202,4354,3374,2021-03-13,2021
2454,202,3374,4354,2021-03-13,2021
2455,202,1569,1341,2021-03-13,2021
2455,202,1341,1569,2021-03-13,2021
2456,202,65,628,2021-03-13,2021
2456,202,628,65,2021-03-13,2021
2457,202,1281,907,2021-03-13,2021
2457,202,907,1281,2021-03-13,2021
2458,202,3615,4322,2021-03-13,2021
2458,202,4322,3615,2021-03-13,2021
2459,203,372,21,2021-03-06,2021
2459,203,21,372,2021-03-06,2021
2460,203,2878,140,2021-03-06,2021
2460,203,140,2878,2021-03-06,2021
2461,203,3853,4368,2021-03-06,2021
2461,203,4368,3853,2021-03-06,2021
2462,203,2385,978,2021-03-06,2021
2462,203,978,2385,2021-03-06,2021
2463,203,3227,3532,2021-03-06,2021
2463,203,3532,3227,2021-03-06,2021
2464,203,819,1999,2021-03-06,2021
2464,203,1999,819,2021-03-06,2021
2465,203,3125,3781,2021-03-06,2021
2465,203,3781,3125,2021-03-06,2021
2466,203,199,325,2021-03-06,2021
2466,203,325,199,2021-03-06,2021
2467,203,1963,411,2021-03-06,2021
2467,203,411,1963,2021-03-06,2021
2468,203,1090,1133,2021-03-06,2021
2468,203,1133,1090,2021-03-06,2021
2469,203,2888,4092,2021-03-06,2021
2469,203,4092,2888,2021-03-06,2021
2470,203,442,2480,2021-03-06,2021
2470,203,2480,442,2021-03-06,2021
2471,203,2211,3807,2021-03-06,2021
2471,203,3807,2211,2021-03-06,2021
2472,203,2549,820,2021-03-06,2021
2472,203,820,2549,2021-03-06,2021
2473,203,1907,301,2021-03-06,2021
2473,203,301,1907,2021-03-06,2021
2474,204,1328,3429,2021-02-27,2021
2474,204,3429,1328,2021-02-27,2021
2475,204,155,2094,2021-02-27,2021
2475,204,2094,155,2021-02-27,2021
2477,204,2738,3330,2021-02-27,2021
2477,204,3330,2738,2021-02-27,2021
2478,204,551,810,2021-02-27,2021
2478,204,810,551,2021-02-27,2021
2479,204,2659,1648,2021-02-27,2021
2479,204,1648,2659,2021-02-27,2021
2480,204,885,2495,2021-02-27,2021
2480,204,2495,885,2021-02-27,2021
2481,204,2170,552,2021-02-27,2021
2481,204,552,2170,2021-02-27,2021
2482,204,1825,1499,2021-02-27,2021
2482,204,1499,1825,2021-02-27,2021
2483,205,2234,383,2021-02-20,2021
2483,205,383,2234,2021-02-20,2021
2484,205,3536,4177,2021-02-20,2021
2484,205,4177,3536,2021-02-20,2021
2485,205,2620,3406,2021-02-20,2021
2485,205,3406,2620,2021-02-20,2021
2486,205,876,2918,2021-02-20,2021
2486,205,2918,876,2021-02-20,2021
2487,205,1604,1778,2021-02-20,2021
2487,205,1778,1604,2021-02-20,2021
2488,205,205,180,2021-02-20,2021
2488,205,180,205,2021-02-20,2021
2489,205,1440,669,2021-02-20,2021
2489,205,669,1440,2021-02-20,2021
2490,205,633,4317,2021-02-20,2021
2490,205,4317,633,2021-02-20,2021
2491,205,1120,2140,2021-02-20,2021
2491,205,2140,1120,2021-02-20,2021
2492,205,2897,979,2021-02-20,2021
2492,205,979,2897,2021-02-20,2021
2493,205,4410,3376,2021-02-20,2021
2493,205,3376,4410,2021-02-20,2021
2494,205,3826,4132,2021-02-20,2021
2494,205,4132,3826,2021-02-20,2021
2495,206,4106,525,2021-02-13,2021
2495,206,525,4106,2021-02-13,2021
2496,206,1479,260,2021-02-13,2021
2496,206,260,1479,2021-02-13,2021
2497,206,1348,1623,2021-02-13,2021
2497,206,1623,1348,2021-02-13,2021
2498,206,3717,1989,2021-02-13,2021
2498,206,1989,3717,2021-02-13,2021
2499,206,2426,3150,2021-02-13,2021
2499,206,3150,2426,2021-02-13,2021
2500,206,1649,4178,2021-02-13,2021
2500,206,4178,1649,2021-02-13,2021
2501,206,2730,2253,2021-02-13,2021
2501,206,2253,2730,2021-02-13,2021
2502,206,4170,2442,2021-02-13,2021
2502,206,2442,4170,2021-02-13,2021
2503,206,1532,1149,2021-02-13,2021
2503,206,1149,1532,2021-02-13,2021
2504,206,1488,3424,2021-02-13,2021
2504,206,3424,1488,2021-02-13,2021
2505,207,4200,2965,2021-02-06,2021
2505,207,2965,4200,2021-02-06,2021
2506,207,3506,1067,2021-02-06,2021
2506,207,1067,3506,2021-02-06,2021
2507,207,1513,1876,2021-02-06,2021
2507,207,1876,1513,2021-02-06,2021
2508,207,3001,1961,2021-02-06,2021
2508,207,1961,3001,2021-02-06,2021
2509,207,873,1192,2021-02-06,2021
2509,207,1192,873,2021-02-06,2021
2510,207,2425,3371,2021-02-06,2021
2510,207,3371,2425,2021-02-06,2021
2511,207,3756,1842,2021-02-06,2021
2511,207,1842,3756,2021-02-06,2021
2512,207,3407,1075,2021-02-06,2021
2512,207,1075,3407,2021-02-06,2021
2513,207,3186,2501,2021-02-06,2021
2513,207,2501,3186,2021-02-06,2021
2514,207,683,4412,2021-02-06,2021
2514,207,4412,683,2021-02-06,2021
2515,207,4119,892,2021-02-06,2021
2515,207,892,4119,2021-02-06,2021
2516,207,2953,3332,2021-02-06,2021
2516,207,3332,2953,2021-02-06,2021
2517,208,3154,2526,2021-01-23,2021
2517,208,2526,3154,2021-01-23,2021
2518,208,659,1717,2021-01-23,2021
2518,208,1717,659,2021-01-23,2021
2519,208,4330,1154,2021-01-23,2021
2519,208,1154,4330,2021-01-23,2021
2520,208,2745,3501,2021-01-23,2021
2520,208,3501,2745,2021-01-23,2021
2521,208,3372,3293,2021-01-23,2021
2521,208,3293,3372,2021-01-23,2021
2522,208,4064,1280,2021-01-23,2021
2522,208,1280,4064,2021-01-23,2021
2523,208,3966,605,2021-01-23,2021
2523,208,605,3966,2021-01-23,2021
2524,208,3059,2538,2021-01-23,2021
2524,208,2538,3059,2021-01-23,2021
2525,208,3170,3420,2021-01-23,2021
2525,208,3420,3170,2021-01-23,2021
2526,208,1148,2216,2021-01-23,2021
2526,208,2216,1148,2021-01-23,2021
2527,208,49,4437,2021-01-23,2021
2527,208,4437,49,2021-01-23,2021
2528,209,676,2364,2021-01-20,2021
2528,209,2364,676,2021-01-20,2021
2529,209,115,2175,2021-01-20,2021
2529,209,2175,115,2021-01-20,2021
2530,209,4183,2701,2021-01-20,2021
2530,209,2701,4183,2021-01-20,2021
2531,209,171,2654,2021-01-20,2021
2531,209,2654,171,2021-01-20,2021
2532,209,3588,2791,2021-01-20,2021
2532,209,2791,3588,2021-01-20,2021
2533,209,2757,3711,2021-01-20,2021
2533,209,3711,2757,2021-01-20,2021
2534,209,40,455,2021-01-20,2021
2534,209,455,40,2021-01-20,2021
2535,209,3717,3149,2021-01-20,2021
2535,209,3149,3717,2021-01-20,2021
2536,209,3902,20,2021-01-20,2021
2536,209,20,3902,2021-01-20,2021
2537,209,2322,3089,2021-01-20,2021
2537,209,3089,2322,2021-01-20,2021
2538,209,1203,3332,2021-01-20,2021
2538,209,3332,1203,2021-01-20,2021
2539,209,888,1908,2021-01-20,2021
2539,209,1908,888,2021-01-20,2021
2540,209,2886,2711,2021-01-20,2021
2540,209,2711,2886,2021-01-20,2021
2541,209,1217,2218,2021-01-20,2021
2541,209,2218,1217,2021-01-20,2021
2542,210,1696,1974,2021-01-16,2021
2542,210,1974,1696,2021-01-16,2021
2543,210,743,478,2021-01-16,2021
2543,210,478,743,2021-01-16,2021
2544,210,2239,3160,2021-01-16,2021
2544,210,3160,2239,2021-01-16,2021
2545,210,942,505,2021-01-16,2021
2545,210,505,942,2021-01-16,2021
2546,210,3791,4023,2021-01-16,2021
2546,210,4023,3791,2021-01-16,2021
2547,210,1075,4346,2021-01-16,2021
2547,210,4346,1075,2021-01-16,2021
2548,210,1175,3930,2021-01-16,2021
2548,210,3930,1175,2021-01-16,2021
2549,210,1099,4417,2021-01-16,2021
2549,210,4417,1099,2021-01-16,2021
2550,210,2566,2696,2021-01-16,2021
2550,210,2696,2566,2021-01-16,2021
2551,210,2263,2018,2021-01-16,2021
2551,210,2018,2263,2021-01-16,2021
2552,211,4008,2812,2020-12-19,2020
2552,211,2812,4008,2020-12-19,2020
2553,211,64,4158,2020-12-19,2020
2553,211,4158,64,2020-12-19,2020
2554,211,3077,4306,2020-12-19,2020
2554,211,4306,3077,2020-12-19,2020
2555,211,1240,2686,2020-12-19,2020
2555,211,2686,1240,2020-12-19,2020
2556,211,4084,1577,2020-12-19,2020
2556,211,1577,4084,2020-12-19,2020
2557,211,3113,2709,2020-12-19,2020
2557,211,2709,3113,2020-12-19,2020
2558,211,2014,1141,2020-12-19,2020
2558,211,1141,2014,2020-12-19,2020
2559,211,4318,189,2020-12-19,2020
2559,211,189,4318,2020-12-19,2020
2560,211,3537,3350,2020-12-19,2020
2560,211,3350,3537,2020-12-19,2020
2561,211,2808,3132,2020-12-19,2020
2561,211,3132,2808,2020-12-19,2020
2562,211,1228,1048,2020-12-19,2020
2562,211,1048,1228,2020-12-19,2020
2563,211,1365,2623,2020-12-19,2020
2563,211,2623,1365,2020-12-19,2020
2565,212,2922,1181,2020-12-12,2020
2565,212,1181,2922,2020-12-12,2020
2566,212,935,1828,2020-12-12,2020
2566,212,1828,935,2020-12-12,2020
2567,212,1694,3805,2020-12-12,2020
2567,212,3805,1694,2020-12-12,2020
2568,212,1328,996,2020-12-12,2020
2568,212,996,1328,2020-12-12,2020
2569,212,3913,3144,2020-12-12,2020
2569,212,3144,3913,2020-12-12,2020
2570,212,1224,2658,2020-12-12,2020
2570,212,2658,1224,2020-12-12,2020
2571,212,4068,3206,2020-12-12,2020
2571,212,3206,4068,2020-12-12,2020
2572,212,3071,1751,2020-12-12,2020
2572,212,1751,3071,2020-12-12,2020
2573,212,1718,281,2020-12-12,2020
2573,212,281,1718,2020-12-12,2020
2574,213,4167,1644,2020-12-05,2020
2574,213,1644,4167,2020-12-05,2020
2575,213,1675,3464,2020-12-05,2020
2575,213,3464,1675,2020-12-05,2020
2576,213,329,1842,2020-12-05,2020
2576,213,1842,329,2020-12-05,2020
